Название,Ссылка товара,Старая цена,Цена,Скидка,Ссылки на картинки,Ссылки Доп Фото,Описание,Характеристики,Преимущества
Угловой диван BOSS MODOOL XL шенилл Gloss беж,https://mnogomebeli.com/divany/modulnye-divany/modulnyy-uglovoy-divan-boss-module-xl-pravyy/uglovoy-divan-pravyy-boss-module-xl-shenill-gloss-2-myagkikh/!uglovoy-divan-boss-modool-xl-shenill-gloss-beige1/,174 995,154 995,-11%,"https://mnogomebeli.com/upload/iblock/25c/25c48526b8f7fb26d45f36b9c481977e.jpg, https://mnogomebeli.com/upload/iblock/e83/e83f197b2765b24a12f06bcadba4121b.jpg, https://mnogomebeli.com/upload/iblock/77e/ukuokpwy67idrhqo2zmxpsbrl47ways7.jpg, https://mnogomebeli.com/upload/iblock/b63/b635333decd5618597a1422696d46f28.jpg, https://mnogomebeli.com/upload/iblock/ff4/ff49e4b907007c6f135937d7451d9766.jpg, https://mnogomebeli.com/upload/iblock/3c5/ku4g06vg1b7va73a72p6t7nt2fc3lqm3.jpg, https://mnogomebeli.com/upload/iblock/66b/ybwcaq198m73shisy5b86zte4kc70ixe.jpg, https://mnogomebeli.com/upload/iblock/db2/683ipio144fryl3agottwyrk21wwdb8m.jpg, https://mnogomebeli.com/upload/iblock/74d/74d3c7d7233630e46b0e6c1405e12da5.jpg, https://mnogomebeli.com/upload/iblock/1c9/1c996e6ab3b148c0184db5d0090a1120.jpg",https://mnogomebeli.com/upload/iblock/08d/08d53742e0b3aa1fd52f4d6c21619703.jpg,"Модульная система для роскошного отдыха BOSS MODOOL. Сверхкомфортная посадка, сменные подлокотники и дополнительные аксессуары подарят вам непревзойденный комфорт. Модульная система позволит вам создать любую композицию, подходящую по форме и размеру.
","Габариты (ШхГхВ): 355x178x94 см, Материал каркаса: металл, Наполнитель: ППУ, пружины BOSS Comf, Ткань: шенилл Gloss, Бельевой ящик: Да, Гарантия: 36 месяцев, Срок службы: 10 лет, Конфигурация: Модульный, Подлокотники: Да, Вариант подлокотника: Мягкий","Премиальный шенилл с высоким ворсом, Богатая блестящая фактура в сочетании с трендовыми цветами, Тактильно приятный, мягкий ворс, Высокая стойкость к истиранию – более 50 000 циклов, Гипоаллергенный материал"
Угловой диван BOSS MODOOL XL шенилл Gloss карбон,https://mnogomebeli.com/divany/modulnye-divany/modulnyy-uglovoy-divan-boss-module-xl-pravyy/uglovoy-divan-pravyy-boss-module-xl-shenill-gloss-2-myagkikh/!uglovoy-divan-boss-modool-xl-shenill-gloss-grey2/,174 995,154 995,-11%,"https://mnogomebeli.com/upload/iblock/7c7/7c7b227bd0dd6b0159177307193a98df.jpg, https://mnogomebeli.com/upload/iblock/fba/fba62529a05156ba596bcddab60de7fe.jpg, https://mnogomebeli.com/upload/iblock/33e/fxov5r17o75lqr6s2qsa29isdrfcalr6.jpg, https://mnogomebeli.com/upload/iblock/f78/f785a36e4b9aa39538f4bbc8be729ee4.jpg, https://mnogomebeli.com/upload/iblock/581/t87wphai8yhz3gkc9p4nzenaeollz8m0.jpg, https://mnogomebeli.com/upload/iblock/0d8/l4heqq1v9m7jruipjlxza7smeic11btl.jpg, https://mnogomebeli.com/upload/iblock/b7e/b7e0327919169c6a174850d7f9455e18.jpg, https://mnogomebeli.com/upload/iblock/d84/dkx2suq5ja7531cteffm4dp6aduhcfwo.jpg, https://mnogomebeli.com/upload/iblock/7f0/7f0a658e32d756d4477807acf50cdd01.jpg, https://mnogomebeli.com/upload/iblock/cde/cdee404a9425ef061e947308e6953d4a.jpg",https://mnogomebeli.com/upload/iblock/08d/08d53742e0b3aa1fd52f4d6c21619703.jpg,"Модульная система для роскошного отдыха BOSS MODOOL. Сверхкомфортная посадка, сменные подлокотники и дополнительные аксессуары подарят вам непревзойденный комфорт. Модульная система позволит вам создать любую композицию, подходящую по форме и размеру.
","Габариты (ШхГхВ): 355x178x94 см, Материал каркаса: металл, Наполнитель: ППУ, пружины BOSS Comf, Ткань: шенилл Gloss, Бельевой ящик: Да, Гарантия: 36 месяцев, Срок службы: 10 лет, Конфигурация: Модульный, Подлокотники: Да, Вариант подлокотника: Мягкий","Премиальный шенилл с высоким ворсом, Богатая блестящая фактура в сочетании с трендовыми цветами, Тактильно приятный, мягкий ворс, Высокая стойкость к истиранию – более 50 000 циклов, Гипоаллергенный материал"
Угловой диван BOSS MODOOL XL шенилл Gloss минт,https://mnogomebeli.com/divany/modulnye-divany/modulnyy-uglovoy-divan-boss-module-xl-pravyy/uglovoy-divan-pravyy-boss-module-xl-shenill-gloss-2-myagkikh/!uglovoy-divan-boss-modool-xl-shenill-gloss-green3/,174 995,154 995,-11%,"https://mnogomebeli.com/upload/iblock/dd9/dd9c25bca1a51d17fc0188e3dc52f940.jpg, https://mnogomebeli.com/upload/iblock/58b/58b716d88934764d8c5792d54bdb4419.jpg, https://mnogomebeli.com/upload/iblock/356/iwsqkk3wffx3809qxd9xim11iwaaowxy.jpg, https://mnogomebeli.com/upload/iblock/8be/8be69fdbc88795d748a03b8bf44d9aa0.jpg, https://mnogomebeli.com/upload/iblock/39e/yijh3kudb4n4nb94d364mvutuv6l7l23.jpg, https://mnogomebeli.com/upload/iblock/dd2/dd2056b91a3bc5cfdebf29f569cdb905.jpg, https://mnogomebeli.com/upload/iblock/daa/hrj59auft8ytgnrprbs05xzc97dqbf62.jpg, https://mnogomebeli.com/upload/iblock/98b/98b89d876da91e6f1a9a28cfe2b58fc4.jpg, https://mnogomebeli.com/upload/iblock/e0a/e0af2bdedd4b351097ea2e1c22964c9a.jpg",https://mnogomebeli.com/upload/iblock/08d/08d53742e0b3aa1fd52f4d6c21619703.jpg,"Модульная система для роскошного отдыха BOSS MODOOL. Сверхкомфортная посадка, сменные подлокотники и дополнительные аксессуары подарят вам непревзойденный комфорт. Модульная система позволит вам создать любую композицию, подходящую по форме и размеру.
","Габариты (ШхГхВ): 355x178x94 см, Материал каркаса: металл, Наполнитель: ППУ, пружины BOSS Comf, Ткань: шенилл Gloss, Бельевой ящик: Да, Гарантия: 36 месяцев, Срок службы: 10 лет, Конфигурация: Модульный, Подлокотники: Да, Вариант подлокотника: Мягкий","Премиальный шенилл с высоким ворсом, Богатая блестящая фактура в сочетании с трендовыми цветами, Тактильно приятный, мягкий ворс, Высокая стойкость к истиранию – более 50 000 циклов, Гипоаллергенный материал"
Угловой диван BOSS MODOOL XL шенилл IQ серый,https://mnogomebeli.com/divany/modulnye-divany/modulnyy-uglovoy-divan-boss-module-xl-pravyy/uglovoy-divan-pravyy-boss-module-xl-shenill-iq-2-polki/!uglovoy-divan-pravyy-boss-module-xl-shenill-iq-seryy-2-myagkih/,174 995,154 995,-11%,"https://mnogomebeli.com/upload/iblock/5d6/5d67908dcff58a037eab8fe8becac991.jpg, https://mnogomebeli.com/upload/iblock/521/521eb570dcc0882965c5fd433e17ecba.jpg, https://mnogomebeli.com/upload/iblock/627/ys2gmnhi36ke8xus1pmgp1oz53hqdbsb.jpg, https://mnogomebeli.com/upload/iblock/2a5/2a50cebd4c212ea421305c2b5f4c74ef.jpg, https://mnogomebeli.com/upload/iblock/c78/w6tez8ijm18av7sr748l9pd8u694echg.jpg, https://mnogomebeli.com/upload/iblock/086/086eff3c362688c86572988d24581f19.jpg, https://mnogomebeli.com/upload/iblock/37a/37ad4b82904a11f9b76c4d321194d5eb.jpg, https://mnogomebeli.com/upload/iblock/7aa/8dualxd1gd4i9ufdielp9wh5d514qteu.jpg, https://mnogomebeli.com/upload/iblock/d28/d289b7625b329614139a42de95813fab.mp4",https://mnogomebeli.com/upload/iblock/cd4/cd42f3b12e920639a2c8c94e756459a0.jpg,"Модульная система для роскошного отдыха BOSS MODOOL. Сверхкомфортная посадка, сменные подлокотники и дополнительные аксессуары подарят вам непревзойденный комфорт. Модульная система позволит вам создать любую композицию, подходящую по форме и размеру.
","Габариты (ШхГхВ): 355x178x94 см, Материал каркаса: металл, Наполнитель: ППУ, пружины BOSS Comf, Ткань: шенилл IQ, Бельевой ящик: Да, Гарантия: 36 месяцев, Срок службы: 10 лет, Конфигурация: Модульный, Подлокотники: Да, Вариант подлокотника: Мягкий","Шенилл премиального качества, Водоотталкивающая пропитка Water Repellent, Высокая стойкость к истиранию - 35 000 циклов, Богатая по текстуре и цвету ткань из нитей 5 оттенков, Гипоаллергенный материал, Простой уход"
Угловой диван BOSS MODOOL XL шенилл IQ серый,https://mnogomebeli.com/divany/modulnye-divany/modulnyy-uglovoy-divan-boss-module-xl-pravyy/uglovoy-divan-pravyy-boss-module-xl-shenill-iq-polka-sprava/!uglovoy-divan-pravyy-boss-module-xl-shenill-iq-seryy-polka-sprava/,174 995,153 995,-12%,"https://mnogomebeli.com/upload/iblock/01d/01d6a9e99af89ec2c5fc677bf6685f23.jpg, https://mnogomebeli.com/upload/iblock/89d/89d728b48a79b162ad1cf87cb0f0ee58.jpg, https://mnogomebeli.com/upload/iblock/f6a/du1v6qcdwwr3d1n4rrz4r7zp0prs1u3z.jpg, https://mnogomebeli.com/upload/iblock/3ed/3ed44dbc6edefb20f435a37e51e24279.jpg, https://mnogomebeli.com/upload/iblock/95c/dxh6zvtd2fvik4yyfsdoiga3w8gj4d8w.jpg, https://mnogomebeli.com/upload/iblock/d00/d00ab36d0a4ab45b8b655e990fa48c78.jpg, https://mnogomebeli.com/upload/iblock/2c5/2c52bdc825ee4c5c3663c0d6b2b62624.jpg, https://mnogomebeli.com/upload/iblock/723/ar76ws6rrhthw1xzj6pm7r29gx3csgnt.jpg, https://mnogomebeli.com/upload/iblock/902/9020341757fe1f3f43242cdf6a578f35.mp4",https://mnogomebeli.com/upload/iblock/2a2/2a252a96e49acfae85f02b29ae1681ad.jpg,"Модульная система для роскошного отдыха BOSS MODOOL. Сверхкомфортная посадка, сменные подлокотники и дополнительные аксессуары подарят вам непревзойденный комфорт. Модульная система позволит вам создать любую композицию, подходящую по форме и размеру.
","Габариты (ШхГхВ): 355x178x94 см, Материал каркаса: металл, Наполнитель: ППУ, пружины BOSS Comf, Ткань: шенилл IQ, Бельевой ящик: Да, Гарантия: 36 месяцев, Срок службы: 10 лет, Конфигурация: Модульный, Подлокотники: Да, Вариант подлокотника: Мягкий + с полкой","Шенилл премиального качества, Водоотталкивающая пропитка Water Repellent, Высокая стойкость к истиранию - 35 000 циклов, Богатая по текстуре и цвету ткань из нитей 5 оттенков, Гипоаллергенный материал, Простой уход"
Угловой диван BOSS MODOOL XL шенилл IQ серый,https://mnogomebeli.com/divany/modulnye-divany/modulnyy-uglovoy-divan-boss-module-xl-pravyy/uglovoy-divan-pravyy-boss-module-xl-shenill-iq-2-myagkikh/!uglovoy-divan-pravyy-boss-module-xl-shenill-iq-seryy-2-polki/,174 995,152 995,-13%,"https://mnogomebeli.com/upload/iblock/b0c/b0cf829a2296d320262b00e8425638cc.jpg, https://mnogomebeli.com/upload/iblock/b08/b080a293da9de45d17ffe45cc6208711.jpg, https://mnogomebeli.com/upload/iblock/5a8/46qw5m0y927dkgjx81sv14lksxy336mj.jpg, https://mnogomebeli.com/upload/iblock/927/927702da97ecd9a0f01b76c611b8088c.jpg, https://mnogomebeli.com/upload/iblock/c06/6z52bjoxzhazbauz4bxy5tc08jmrnsbu.jpg, https://mnogomebeli.com/upload/iblock/cde/cde5b4e1af3b4f72d26ee04955d71c15.jpg, https://mnogomebeli.com/upload/iblock/225/2259b297a5c3fc6e3d5ade8f2bef73cc.jpg, https://mnogomebeli.com/upload/iblock/682/oss3lh5p5lahxms6oo25wqbvd88anlsl.jpg, https://mnogomebeli.com/upload/iblock/771/7718231bc2f0eff5e134f3591d026f6e.mp4",https://mnogomebeli.com/upload/iblock/a46/a46728d7ff68226196124b42442ef51b.jpg,"Модульная система для роскошного отдыха BOSS MODOOL. Сверхкомфортная посадка, сменные подлокотники и дополнительные аксессуары подарят вам непревзойденный комфорт. Модульная система позволит вам создать любую композицию, подходящую по форме и размеру.
","Габариты (ШхГхВ): 355x178x94 см, Материал каркаса: металл, Наполнитель: ППУ, пружины BOSS Comf, Ткань: шенилл IQ, Бельевой ящик: Да, Гарантия: 36 месяцев, Срок службы: 10 лет, Конфигурация: Модульный, Подлокотники: Да, Вариант подлокотника: С полкой","Шенилл премиального качества, Водоотталкивающая пропитка Water Repellent, Высокая стойкость к истиранию - 35 000 циклов, Богатая по текстуре и цвету ткань из нитей 5 оттенков, Гипоаллергенный материал, Простой уход"
Угловой диван-кровать BOSS MODOOL XL шенилл IQ серый,https://mnogomebeli.com/divany/modulnye-divany/modulnyy-uglovoy-divan-boss-module-xl-pravyy/uglovoy-divan-pravyy-boss-module-xl-shenill-iq-2-myagkikh-sp/!uglovoy-divan-krovat-boss-modool-xl-shenill-iq-seryy2/,191 995,159 995,-17%,"https://mnogomebeli.com/upload/iblock/f88/n90yj1n4r08i5zxrg5uobth89voxyct7.jpg, https://mnogomebeli.com/upload/iblock/362/gz5t8co7rwhze36t0zkou1kgplzmsi4l.jpg, https://mnogomebeli.com/upload/iblock/c2c/b866jecju61q0pdfvekcuviyccjflgk8.jpg, https://mnogomebeli.com/upload/iblock/307/ozxmhbj8yj20gtl9r9ivlz5g5m4eliwq.jpg, https://mnogomebeli.com/upload/iblock/c50/ytlw25s8nlt92wkxa2rs8g78r4m79sm3.jpg, https://mnogomebeli.com/upload/iblock/751/jkq4yhzgtvivjzlgsu3f3l5zhapk66bp.jpg, https://mnogomebeli.com/upload/iblock/bf5/zfkvyau7yactd4srr4yegd639oejdd8l.jpg",https://mnogomebeli.com/upload/iblock/b80/hvzp7gqzvzlw41oiump2tsub96sq83h3.jpg,"Модульная система для роскошного отдыха BOSS MODOOL. Сверхкомфортная посадка, сменные подлокотники и дополнительные аксессуары подарят вам непревзойденный комфорт. Модульная система позволит вам создать любую композицию, подходящую по форме и размеру.
","Габариты (ШхГхВ): 355x178x94 см, Спальное место (ШхГ): 200x125 см, Материал каркаса: металл, Наполнитель: ППУ, пружины BOSS Comf, Ткань: шенилл IQ, Бельевой ящик: Да, Гарантия: 36 месяцев, Срок службы: 10 лет, Конфигурация: Модульный, Подлокотники: Да, Вариант подлокотника: Мягкий","Шенилл премиального качества, Водоотталкивающая пропитка Water Repellent, Высокая стойкость к истиранию - 35 000 циклов, Богатая по текстуре и цвету ткань из нитей 5 оттенков, Гипоаллергенный материал, Простой уход"
Угловой диван BOSS MODOOL XL шенилл Gloss карбон,https://mnogomebeli.com/divany/modulnye-divany/modulnyy-uglovoy-divan-boss-module-xl-pravyy/uglovoy-divan-pravyy-boss-module-xl-shenill-glass-polka-sleva/!uglovoy-divan-boss-modool-xl-shenill-gloss-grey/,174 995,153 995,-12%,"https://mnogomebeli.com/upload/iblock/2d5/2d58ecbb9f3f9851315c5dea9a854745.jpg, https://mnogomebeli.com/upload/iblock/445/445b5381c934205ace44f694f1d03bbb.jpg, https://mnogomebeli.com/upload/iblock/bb7/zqejf8fqa91z6epbxteu5xe904zw52hx.jpg, https://mnogomebeli.com/upload/iblock/96f/96ffdfedfb592cbb00652f6cd821d247.jpg, https://mnogomebeli.com/upload/iblock/919/919a29ca2f51e24b8a9b8ab646d26667.jpg, https://mnogomebeli.com/upload/iblock/b15/x3ny6fauq6kke6xpmoxorq7mmoouuax3.jpg, https://mnogomebeli.com/upload/iblock/279/h5r7sqeymj9h1pewx7iz0hhcrk0ou7u4.jpg, https://mnogomebeli.com/upload/iblock/994/994cfcc88fdd2e3cf67f4203707e61fd.jpg, https://mnogomebeli.com/upload/iblock/475/47597a7312c69f2f69f924fb18c009f7.jpg",https://mnogomebeli.com/upload/iblock/f3c/f3c85ed6032f46fe13ddc28dcffac292.jpg,"Модульная система для роскошного отдыха BOSS MODOOL. Сверхкомфортная посадка, сменные подлокотники и дополнительные аксессуары подарят вам непревзойденный комфорт. Модульная система позволит вам создать любую композицию, подходящую по форме и размеру.","Габариты (ШхГхВ): 355x178x94 см, Материал каркаса: металл, Наполнитель: ППУ, пружины BOSS Comf, Ткань: шенилл Gloss, Бельевой ящик: Да, Гарантия: 36 месяцев, Срок службы: 10 лет, Конфигурация: Модульный, Подлокотники: Да, Вариант подлокотника: Мягкий + с полкой","Премиальный шенилл с высоким ворсом, Богатая блестящая фактура в сочетании с трендовыми цветами, Тактильно приятный, мягкий ворс, Высокая стойкость к истиранию – более 50 000 циклов, Гипоаллергенный материал"
Угловой диван-кровать BOSS MODOOL XL шенилл Gloss минт,https://mnogomebeli.com/divany/modulnye-divany/modulnyy-uglovoy-divan-boss-module-xl-pravyy/uglovoy-divan-pravyy-boss-module-xl-shenill-gloss-2-myagkikh-sp/!uglovoy-divan-krovat-boss-modool-xl-shenill-gloss-mint3/,191 995,159 995,-17%,"https://mnogomebeli.com/upload/iblock/719/s9376cr5cf6h5k3dwvo68nmx5cmb7i5h.jpg, https://mnogomebeli.com/upload/iblock/5ce/gu6bohoau4t5lppo04svtrr3e9qh7psf.jpg, https://mnogomebeli.com/upload/iblock/8a7/ikzs7g2r95kugfll1axhywnq8ddoer2d.jpg, https://mnogomebeli.com/upload/iblock/e1e/ki9sbo6rbtuti7u0x48982i29bh7geba.jpg, https://mnogomebeli.com/upload/iblock/e60/h3opnoum4yntg7ormt1biupc4vjovj15.jpg, https://mnogomebeli.com/upload/iblock/910/3e0cde9v692l91944huhoa6ug53w02i8.jpg, https://mnogomebeli.com/upload/iblock/303/0ceoxidp31dyx3r899euf17yfrftbdru.jpg, https://mnogomebeli.com/upload/iblock/e52/oq0aqbck7s63uw96r299st0sd0cp09e1.jpg",https://mnogomebeli.com/upload/iblock/f44/gwos71tu6l3ya1qe43upufx00z1me4b3.jpg,"Модульная система для роскошного отдыха BOSS MODOOL. Сверхкомфортная посадка, сменные подлокотники и дополнительные аксессуары подарят вам непревзойденный комфорт. Модульная система позволит вам создать любую композицию, подходящую по форме и размеру.
","Габариты (ШхГхВ): 355x178x94 см, Спальное место (ШхГ): 200x125 см, Материал каркаса: металл, Наполнитель: ППУ, пружины BOSS Comf, Ткань: шенилл Gloss, Бельевой ящик: Да, Гарантия: 36 месяцев, Срок службы: 10 лет, Конфигурация: Модульный, Подлокотники: Да, Вариант подлокотника: Мягкий","Премиальный шенилл с высоким ворсом, Богатая блестящая фактура в сочетании с трендовыми цветами, Тактильно приятный, мягкий ворс, Высокая стойкость к истиранию – более 50 000 циклов, Гипоаллергенный материал"
Угловой диван-кровать BOSS MODOOL XL шенилл IQ серый,https://mnogomebeli.com/divany/modulnye-divany/modulnyy-uglovoy-divan-boss-module-xl-pravyy/uglovoy-divan-pravyy-boss-module-xl-shenill-iq-polka-sprava-sp/!uglovoy-divan-krovat-boss-modool-xl-shenill-iq-seryy1/,191 995,158 995,-17%,"https://mnogomebeli.com/upload/iblock/c99/5p73tjcssvjeho1o2zilj74ktvo9i5qu.jpg, https://mnogomebeli.com/upload/iblock/0d3/kid8ow1q9aonh9mnj6f1ebbp3ecx1eo4.jpg, https://mnogomebeli.com/upload/iblock/6d5/u887qs6nyvwvpm1ugaxeu48ivkvaf2on.jpg, https://mnogomebeli.com/upload/iblock/ced/phk7rmensgairuyvig2u2c1ryrz7qq1j.jpg, https://mnogomebeli.com/upload/iblock/56c/uxxdy0aebjhihsobrfolnpofgjdralmy.jpg, https://mnogomebeli.com/upload/iblock/2f2/xy9lf8viptlamg1sfzgfrotso0k5nlol.jpg, https://mnogomebeli.com/upload/iblock/53c/rt6be6y5imd9kkgpm8xm87i25ra8rpbc.jpg",https://mnogomebeli.com/upload/iblock/940/t7gvzn4eor5r4920t1ub0lxc8jd4vndu.jpg,"Модульная система для роскошного отдыха BOSS MODOOL. Сверхкомфортная посадка, сменные подлокотники и дополнительные аксессуары подарят вам непревзойденный комфорт. Модульная система позволит вам создать любую композицию, подходящую по форме и размеру.
","Габариты (ШхГхВ): 355x178x94 см, Спальное место (ШхГ): 200x125 см, Материал каркаса: металл, Наполнитель: ППУ, пружины BOSS Comf, Ткань: шенилл IQ, Бельевой ящик: Да, Гарантия: 36 месяцев, Срок службы: 10 лет, Конфигурация: Модульный, Подлокотники: Да, Вариант подлокотника: Мягкий + с полкой","Шенилл премиального качества, Водоотталкивающая пропитка Water Repellent, Высокая стойкость к истиранию - 35 000 циклов, Богатая по текстуре и цвету ткань из нитей 5 оттенков, Гипоаллергенный материал, Простой уход"
